UID,Xsugg,Ysugg,Type_,Unit,Walker,PassGrid,Section,SherdNo,VesselPart,PartType,VesselType,OtherType,Thickness,Coarseness,MaxSize,Feature,Comments,FabricType,MNLN,FNEB1,EB2,LPrePal,FPal,SPal,TPal,PPalPG,Geom,Arch,Class,Hell,ERom,MRom,LRom,EByz,MByz,EVen,MVen,LVen,Recent,Other
9025-5-1-75-1,708980.6,3969524,tract,9025,5,1,75,1,H,HV,Clo,U,M,F,7.6,Y,Coarseware,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
9025-5-1-75-10,708981.5,3969522.8,tract,9025,5,1,75,10,B,U,SOpe,Vroom F30,Tn,F,4.5,Y,White glaze on interior and exterior,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
9025-5-1-75-11,708981.7,3969518.5,tract,9025,5,1,75,11,B,U,SOpe,Vroom F6A,M,F,4.6,Y,Glaze on interior/sgraffito (Early Venetian JV),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0
9025-5-1-75-12,708981.5,3969523.4,tract,9025,5,1,75,12,B,U,Pith,U,Tk,C,9.6,Y,Ribs on exterior; very likely later; dense mudstoen inlcusions,,0,0,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
9025-5-1-75-2,708982,3969518.8,tract,9025,5,1,75,2,H,HV,JCon,LRA?,M,F,9,Y,LRA?,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
9025-5-1-75-3,708980.8,3969520,tract,9025,5,1,75,3,H,HV,JCon,LRA?,M,F,9.1,Y,LRA?,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,25,25,50,0,0,0,0,0,0,0
9025-5-1-75-4,708980.8,3969523.5,tract,9025,5,1,75,4,H,HV,U,U,M,F,4.2,Y,,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
9025-5-1-75-5,708980.5,3969524.8,tract,9025,5,1,75,5,H,HV,JCon?,LRA?,M,F,5.3,Y,LRA?,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
9025-5-1-75-6,708981.2,3969520.5,tract,9025,5,1,75,6,H,HV,JCon,LRA 1-2,M,F,9.1,Y,LRA 1-2,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
9025-5-1-75-7,708981.9,3969526.4,tract,9025,5,1,75,7,B,U,JCon,LRA 2?,M,F,5.2,Y,LRA 2? finely ridged exterior,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
9025-5-1-75-8,708981,3969525.1,tract,9025,5,1,75,8,B,U,JCon,LRA 2?,M,F,6.5,Y,LRA 2? finely ridged exterior,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
9025-5-1-75-9,708980.8,3969519.8,tract,9025,5,1,75,9,B,U,JCon,LRA 2?,M,F,5.4,Y,LRA 2? finely ridged exterior,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
9025-5-1-85-1,708982.3,3969533.3,tract,9025,5,1,85,1,R,U,CPot,U,M,M,4.1,Y,"Cooking ware; later fabric. Crystalline quartz, mudstone and biotite inclusions)",OUT(3),0,0,0,0,0,0,0,0,0,0,0,0,25,25,25,25,0,0,0,0,0,0
9025-5-1-85-2,708981.4,3969528.3,tract,9025,5,1,85,2,H,HV,JCon?,LRA?,M,F,6.3,Y,LRA?,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
9025-5-1-95-1,708982,3969540.4,tract,9025,5,1,95,1,R,RF,U,U,Tk,M,8.2,Y,Overfired?,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
9025-5-1-95-2,708981.7,3969545.4,tract,9025,5,1,95,2,H,HV,Pith?,Vroom P10?,M,F,7,Y,Two ridges along top of handle,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,60,20
9025-5-1-95-3,708980.6,3969539,tract,9025,5,1,95,3,H,HV,JCon,LRA?,M,F,7.7,Y,LRA? Incised line along top of handle,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
9026-29-1-25-1,708935.3,3969569.6,tract,9026,29,1,25,1,R?,RF?,LOpe,PRS 3E,M,F,4.2,Y,LRC 3E,PRS fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
9026-29-1-25-2,708933.8,3969574,tract,9026,29,1,25,2,R?,RR?,JCon,ARC 1-2?,M,F,3.7,Y,ARC 1 or ARC 2; ledged rim?,Cretan amphora fabric,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0
9026-29-1-75-1,708933.6,3969623,tract,9026,29,1,75,1,H,U,U,U,M,M,5.1,Y,Ovoid section handle from small to medium vessel; sheared off showing handle attachment method,GRO,0,10,20,20,20,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9027-28-1-15-1,708996.6,3969661.5,tract,9027,28,1,15,1,B,U,LOpe,Vroom CW1C,M,F,7.3,Y,Glaze on interior,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
9027-29-1-25-1,708934,3969667.9,tract,9027,29,1,25,1,R,U,JOpe,U,Tk,C,8.1,Y,Possible JT1C; rim has sheared off at rim/body attachment,SAT,0,0,0,30,30,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9027-29-1-65-1,708933.7,3969704.9,tract,9027,29,1,65,1,H,HV,U,U,M,C,5.2,Y,Orange fired with dark core; ovoid strap handle,SAT,0,0,0,20,20,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9027-5-1-15-1,708981.4,3969661.9,tract,9027,5,1,15,1,Ba,BF,U,U,M,C,7.6,Y,Large vessel; base diameter 23 cm,SAT,0,0,0,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9027-5-1-35-1,708980.8,3969679.1,tract,9027,5,1,35,1,H,HV,SClo,U,M,F,6.2,Y,Thick groove running down centre of handle,,0,0,0,0,0,0,0,0,0,0,0,0,25,25,45,5,0,0,0,0,0,0
9027-5-1-35-2,708981.9,3969678.3,tract,9027,5,1,35,2,H,HV,JCon,LRA?,M,F,6,Y,LRA?,LRA fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,0,0,0,0,0
9027-5-1-5-1,708981,3969645.5,tract,9027,5,1,5,1,H,HV,U,U,M,F,4.1,Y,Slip; 3 incised lines along top of handle,,0,0,0,0,0,0,0,0,0,0,0,0,35,35,30,0,0,0,0,0,0,0
9027-5-1-65-1,708981.5,3969712,tract,9027,5,1,65,1,H,HV,JCon,LRA 1-2,M,F,7.7,Y,LRA 1-2,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
9027-5-1-65-2,708980.5,3969706.3,tract,9027,5,1,65,2,H,HV,JCon,LRA?,M,F,6.8,Y,LRA?,LRA fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
9029-29-1-45-1,708933.9,3969878.5,tract,9029,29,1,45,1,B,U,JCon,LRA 2?,M,F,6.8,Y,LRA 2? finely ridged exterior,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
9029-29-1-5-1,708934.7,3969845.3,tract,9029,29,1,5,1,H,HV?,CPot,LRA 1-2?,M,M,5.3,Y,,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
9033-29-1-15-1,709015,3969431.3,tract,9033,29,1,15,1,H,U,U,U,M,M,4.7,Y,Ovoid handle of medium sized vessel,GRO?,0,0,0,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9033-29-1-55-1,709014.1,3969466.1,tract,9033,29,1,55,1,R,RE,U,U,M,F,4.7,Y,Coarseware,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
9033-29-1-55-2,709014.7,3969469.4,tract,9033,29,1,55,2,R,RF,LOpe,PRS,M,F,6,Y,LRC bowl; slip on interior and exterior/rib below exterior rim,PRS fabric?,0,0,0,0,0,0,0,0,0,0,0,0,40,40,20,0,0,0,0,0,0,0
9033-29-1-55-3,709013.6,3969467.6,tract,9033,29,1,55,3,B,U,JCon,Amphora,M,F,4.6,Y,Finely ridged exterior,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
9033-29-1-65-1,709014,3969478.7,tract,9033,29,1,65,1,H,HV,JCon?,U,M,F,6,Y,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
9033-29-1-65-2,709014.7,3969477.9,tract,9033,29,1,65,2,B,U,U,U,M,M,6,Y,Incised line on exterior,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
9033-29-1-95-1,709013.3,3969504.4,tract,9033,29,1,95,1,H,HV,CPot?,Vroom CW7B?,M,M,5.5,Y,"Quartz/calcite, mudstone and mica.",OUT(13),0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,10,20,20,20
9033-29-1-95-2,709013.5,3969505,tract,9033,29,1,95,2,B,U,JCon,LRA 2?,Tn,F,3.1,Y,LRA 2? finely ridged exterior,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
9034-29-1-45-1,709014.8,3969560.2,tract,9034,29,1,45,1,R,RF,LOpe,ARS Hayes 104,M,F,3.7,Y,ARS Hayes 104,ARS fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
9034-29-1-75-1,709014.5,3969596.6,tract,9034,29,1,75,1,R,U,JOpe,Jar,Tk,C,7.2,Y,Like KIP JT12C? Rim sherd with plastic decoration on shoulder (ASP PB2c). (petrography sample ASP6),SATa,0,0,0,10,20,30,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0785-S-1,709033.4,3970781.6,grid,9035-0785,5,43,S,1,Ba,U,U,U,M,C,4.4,Y,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0785-S-2,709037.5,3970781.1,grid,9035-0785,5,43,S,2,R?,U,U,U,M,C,4.5,Y,"Coarse, grainy matrix.",SAT(a-b?),0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0785-S-3,709035.1,3970786.3,grid,9035-0785,5,43,S,3,H,U,U,U,M,M,4.4,Y,Round in section,SAT?,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0785-S-4,709030.3,3970785,grid,9035-0785,5,43,S,4,H,U,U,U,M,C,5.1,Y,Elliptical in section,MUT(b?),0,0,10,10,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0785-S-5,709031.5,3970780.9,grid,9035-0785,5,43,S,5,Ba,U,U,U,M,C,4.5,Y,Possible plain raised plastic band?,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0785-S-6,709038.2,3970783.7,grid,9035-0785,5,43,S,6,H,U,U,U,M,C,3.8,Y,"Round in section. Coarse, grainy matrix.",SAT(a-b?),0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0785-S-7,709035.1,3970785.3,grid,9035-0785,5,43,S,7,R?,U,U,U,Tn,C,3.4,Y,,,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
9035-0785-S-9,709038,3970788.9,grid,9035-0785,5,43,S,9,B,U,U,U,M,C,2.4,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0785-V-1,709033,3970782.2,grid,9035-0785,5,43,V,1,B,U,U,U,M,C,2.8,N,,CAL?,0,10,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0785-V-10,709036.8,3970785.4,grid,9035-0785,5,43,V,10,B,U,U,U,M,C,3.4,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0785-V-11,709030.2,3970785.2,grid,9035-0785,5,43,V,11,B,U,U,U,M,C,2.7,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0785-V-12,709031,3970780,grid,9035-0785,5,43,V,12,B,U,U,U,M,C,2.6,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0785-V-13,709039.2,3970789.1,grid,9035-0785,5,43,V,13,B,U,U,U,M,C,2.7,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0785-V-14,709031.7,3970787.6,grid,9035-0785,5,43,V,14,B,U,U,U,M,C,2,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0785-V-2,709030.6,3970786.9,grid,9035-0785,5,43,V,2,B,U,U,U,M,C,3.2,N,,MIC,0,0,40,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0785-V-3,709032.8,3970781.2,grid,9035-0785,5,43,V,3,B,U,U,U,Tn,C,2,N,,MIC?,0,0,45,0,0,45,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0785-V-4,709038.7,3970781.5,grid,9035-0785,5,43,V,4,B,U,U,U,Tn,C,2.3,N,,MUT(b?),0,0,10,10,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0785-V-8,709035.7,3970783,grid,9035-0785,5,43,V,8,B,U,U,U,M,C,2.6,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0785-V-9,709030.7,3970784,grid,9035-0785,5,43,V,9,Ba,U,U,U,M,C,4.4,Y,"Coarse, grainy matrix.",SAT(a-b?),0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0795-S-1,709034.2,3970792.8,grid,9035-0795,21,43,S,1,H,U,U,U,M,C,4.6,Y,Round in section,SAT?,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0795-S-10,709037.5,3970790.2,grid,9035-0795,21,43,S,10,B,U,U,U,Tn,C,2.3,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0795-S-11,709038.6,3970790.2,grid,9035-0795,21,43,S,11,R,U,U,U,Tk,C,10.2,Y,,GRO,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
9035-0795-S-2,709031.1,3970795.1,grid,9035-0795,21,43,S,2,H,U,U,U,M,C,3.4,Y,Rounded ovoid in section?,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0795-S-22,709033,3970796.5,grid,9035-0795,21,43,S,22,H,U,U,U,M,C,6.7,Y,Elliptical in section,MUT,0,0,10,10,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0795-S-3,709033.9,3970796.7,grid,9035-0795,21,43,S,3,H,U,U,U,M,C,4.2,Y,Round in section,MUT(b?),0,0,10,10,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0795-S-4,709037.9,3970791.5,grid,9035-0795,21,43,S,4,H,U,U,U,M,C,5.2,Y,"Rounded ovoid in section. Fine, abraded surface.",SAT or CAL,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0795-S-5,709032.8,3970792.5,grid,9035-0795,21,43,S,5,H,U,U,U,M,C,4.9,Y,Rounded ovoid in section?,GRO,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0795-S-6,709034.7,3970793.8,grid,9035-0795,21,43,S,6,H,U,U,U,M,C,4.1,Y,"Small, round in section",SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0795-S-7,709030.9,3970796.4,grid,9035-0795,21,43,S,7,Ba,U,U,U,M,C,4.1,Y,Moulded base,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0795-S-8,709035,3970796.6,grid,9035-0795,21,43,S,8,H,U,U,U,M,C,3.6,Y,,SAT?,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0795-S-9,709036.9,3970797.2,grid,9035-0795,21,43,S,9,R,U,U,U,M,C,4.3,Y,Dark grey core,MIC,0,0,20,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0795-V-1,709038.7,3970799.1,grid,9035-0795,21,43,V,1,B,U,U,U,Tn,C,2.7,N,,SHA?,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0795-V-10,709031.2,3970796.6,grid,9035-0795,21,43,V,10,H or R,U,U,U,M,C,2.6,Y,,GRO,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0795-V-11,709039.2,3970799,grid,9035-0795,21,43,V,11,B,U,U,U,M,C,3.3,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0795-V-12,709030.8,3970799.2,grid,9035-0795,21,43,V,12,B,U,U,U,M,C,2.6,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0795-V-13,709034.9,3970798.2,grid,9035-0795,21,43,V,13,B,U,U,U,M,C,2,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0795-V-14,709032.8,3970792.2,grid,9035-0795,21,43,V,14,B,U,U,U,M,C,1.7,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0795-V-15,709035.5,3970794,grid,9035-0795,21,43,V,15,B,U,U,U,M,C,2.5,N,,GRO,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0795-V-16,709031.6,3970792.4,grid,9035-0795,21,43,V,16,B,U,U,U,M,C,2.2,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0795-V-17,709031.2,3970795.8,grid,9035-0795,21,43,V,17,B,U,U,U,M,C,1.9,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0795-V-18,709039.5,3970799.2,grid,9035-0795,21,43,V,18,R,U,U,U,Tk,C,7.8,Y,,,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
9035-0795-V-19,709039.7,3970792.9,grid,9035-0795,21,43,V,19,H,U,U,U,Tk,C,5,Y,,,0,0,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
9035-0795-V-2,709036.2,3970793.6,grid,9035-0795,21,43,V,2,B,U,U,U,Tn,C,2.2,N,,SHA?,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0795-V-20,709036.1,3970793.6,grid,9035-0795,21,43,V,20,B,U,U,U,M,C,4.3,N,,,0,0,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
9035-0795-V-3,709038.3,3970790.7,grid,9035-0795,21,43,V,3,B,U,U,U,Tn,C,3,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0795-V-4,709037.7,3970799.1,grid,9035-0795,21,43,V,4,B,U,U,U,Tn,C,2.8,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0795-V-5,709035,3970795.2,grid,9035-0795,21,43,V,5,B,U,U,U,Tn,C,1.6,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0795-V-6,709039.4,3970794.6,grid,9035-0795,21,43,V,6,B,U,U,U,Tn,C,1.8,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0795-V-7,709034.6,3970791.9,grid,9035-0795,21,43,V,7,H,U,U,U,M,C,4.1,Y,Rounded ovoid in section,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0795-V-8,709034.5,3970792.3,grid,9035-0795,21,43,V,8,Ba,U,U,U,M,C,2.7,Y,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0795-V-9,709031.3,3970793.2,grid,9035-0795,21,43,V,9,H,U,U,U,M,C,2.7,Y,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0805-S-1,709033.2,3970807,grid,9035-0805,21,43,S,1,Ba,U,U,U,M,C,4.5,Y,Possible small incised decoration around base?,MUT,0,0,10,10,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0805-S-2,709031.6,3970807.6,grid,9035-0805,21,43,S,2,B,Sho?,JCon?,U,M,C,4.1,Y,Neck collar from ewer?,MUT,0,0,0,0,20,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0805-S-3,709032.1,3970809.3,grid,9035-0805,21,43,S,3,B,Sho?,JCon?,U,M,C,6,Y,Neck collar from ewer?,SAT,0,0,0,20,20,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0805-V-1,709031.2,3970800.3,grid,9035-0805,21,43,V,1,B,U,U,U,Tk,C,5.5,N,,,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
9035-0805-V-14,709031.5,3970807.7,grid,9035-0805,21,43,V,14,B,U,U,U,M,C,3.4,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0805-V-2,709035.5,3970801.2,grid,9035-0805,21,43,V,2,B,U,U,U,M,C,4.3,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0805-V-3,709035.8,3970803.7,grid,9035-0805,21,43,V,3,B,U,U,U,M,C,3.9,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0805-V-4,709030.2,3970810,grid,9035-0805,21,43,V,4,B,U,U,U,Tn,C,2.6,N,"Fine, abraded surface.",SAT or CAL,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0805-V-5,709037.1,3970808.7,grid,9035-0805,21,43,V,5,B,U,U,U,M,C,2.9,N,,GRO(b?),0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0805-V-6,709037.4,3970802.2,grid,9035-0805,21,43,V,6,B,U,U,U,Tn,C,1.9,N,,CAL,0,5,30,30,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0805-V-7,709031,3970804.4,grid,9035-0805,21,43,V,7,B,U,U,U,Tn,C,2.1,N,,CAL,0,5,30,30,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0805-V-8,709032.9,3970808.5,grid,9035-0805,21,43,V,8,B,U,U,U,Tn,C,1.9,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0815-V-1,709038.7,3970819.4,grid,9035-0815,5,43,V,1,H,U,U,U,M,C,3,Y,,MUT,0,0,10,10,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0815-V-2,709032.4,3970819.2,grid,9035-0815,5,43,V,2,B,U,U,U,M,M,4.4,N,,GRO,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
9035-0815-V-3,709032,3970818.5,grid,9035-0815,5,43,V,3,H,U,U,U,M,M,3.6,Y,Rounded ovoid,GRO,0,0,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
9035-0815-V-4,709034.2,3970810.5,grid,9035-0815,5,43,V,4,B,U,U,U,M,M,3.6,N,,MUT(b?),0,0,10,10,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0815-V-5,709038.4,3970816.6,grid,9035-0815,5,43,V,5,B,U,U,U,Tn,F,2.1,N,,GRO,0,0,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
9035-0815-V-6,709039,3970815.8,grid,9035-0815,5,43,V,6,H,HV,U,U,M,C,5.7,Y,,MUT,0,0,10,10,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-0845-S-1,709035.9,3970844.9,grid,9035-0845,5,43,S,1,R?,U,U,U,M,C,3.4,Y,,MUT(b?),0,0,10,10,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035-15-1-15-1,709031.1,3969638.8,tract,9035,15,1,15,1,R,RR,CPot,Vroom CW2E,M,M,4.5,Y,Glaze on interior and exterior rim,Pink Provencal cooking pot fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
9035-29-1-65-1,709014.1,3969680,tract,9035,29,1,65,1,Ba,BR,LOpe,PRS,M,F,7.2,Y,LRC bowl; red slip on exterior?,PRS fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
9036-26-1-75-1,709085.9,3969792,tract,9036,26,1,75,1,B,U,Clo,Vroom CW7D?,M,F,4.2,Y,Fine combing on exterior,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,40
9038-15-1-25-1,709103.5,3969795.8,tract,9038,15,1,25,1,B,U,Pith,Vroom P3A,Tk,M,6.8,Y,Plastic rib on exterior/glaze on interior,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
9038-15-1-45-1,709102.6,3969771.2,tract,9038,15,1,45,1,R,U,SOpe,Vroom F17,Tn,F,5.5,Y,White glaze interior and exterior,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
9038-15-1-5-1,709102.6,3969812.6,tract,9038,15,1,5,1,Ba,BF,JCon,Vroom CW17,Tn,F,2.7,Y,Glaze on interior and exterior,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
9038-26-1-85-1,709168.8,3969720.2,tract,9038,26,1,85,1,R,RE,LOpe,Vroom CW1C,M,F,10,Y,Glaze on interior and exterior rim/thick plastic rib under exterior rim,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
9038-28-1-25-1,709152.9,3969786.4,tract,9038,28,1,25,1,B,U,U,Vroom CW18C,M,F,8.8,Y,Glaze on interior/incised lines on exterior,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
9038-28-1-25-2,709153.1,3969795.7,tract,9038,28,1,25,2,B,U,CPot?,Vroom CW3F,Tn,F,3,Y,Glaze on interior,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0
